prompt,output
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Agent, Position, Frequency, Issue

",Sen. Bill Nelson voted 349 times for higher taxes.
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Agent, Frequency, Issue, Position

",Sen. Bill Nelson voted 349 times for higher taxes.
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Agent, Frequency, Position, Issue

","Sen. Bill Nelson, 349 times, voted for higher taxes."
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Issue, Agent, Position, Frequency

",Higher taxes were voted for 349 times by Sen. Bill Nelson.
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Issue, Agent, Frequency, Position

",Higher taxes were voted for 349 times by Sen. Bill Nelson.
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Issue, Position, Agent, Frequency

",Higher taxes were supported by Sen. Bill Nelson 349 times through his votes.
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Issue, Position, Frequency, Agent

",Higher taxes were voted for 349 times by Sen. Bill Nelson.
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Issue, Frequency, Agent, Position

",Higher taxes were voted for 349 times by Sen. Bill Nelson.
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Issue, Frequency, Position, Agent

",Higher taxes were voted for by Sen. Bill Nelson 349 times.
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Position, Agent, Issue, Frequency

","For higher taxes, Sen. Bill Nelson voted 349 times."
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Position, Agent, Frequency, Issue

","For higher taxes, Sen. Bill Nelson voted 349 times."
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Position, Issue, Agent, Frequency

","For higher taxes, Sen. Bill Nelson voted 349 times."
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Position, Issue, Frequency, Agent

","For higher taxes, 349 times were voted by Sen. Bill Nelson."
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Position, Frequency, Agent, Issue

","For higher taxes, Sen. Bill Nelson voted 349 times."
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Position, Frequency, Issue, Agent

","For higher taxes, 349 times, Sen. Bill Nelson voted."
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Frequency, Agent, Issue, Position

",349 times Sen. Bill Nelson voted for higher taxes.
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Frequency, Agent, Position, Issue

",349 times Sen. Bill Nelson voted for higher taxes.
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Frequency, Issue, Agent, Position

",349 times Sen. Bill Nelson voted for higher taxes.
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Frequency, Issue, Position, Agent

",349 times Sen. Bill Nelson voted for higher taxes.
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Frequency, Position, Agent, Issue

","349 times, Sen. Bill Nelson voted for higher taxes."
"Frame: Vote

Sentence: Sen. Bill Nelson voted for higher taxes 349 times .

Frame Elements:
- Agent: Sen. Bill Nelson
- Position: for
- Issue: higher taxes
- Frequency: 349 times

New order of frame elements: Frequency, Position, Issue, Agent

",349 times Sen. Bill Nelson voted for higher taxes.
"Frame: Vote

Sentence: Claire McCaskill voted for 100 percent of President Obama 's judicial nominees .

Frame Elements:
- Agent: Claire McCaskill
- Position: for
- Issue: 100 percent of President Obama 's judicial nominees

New order of frame elements: Agent, Issue, Position

",Claire McCaskill voted for 100 percent of President Obama's judicial nominees.
"Frame: Vote

Sentence: Claire McCaskill voted for 100 percent of President Obama 's judicial nominees .

Frame Elements:
- Agent: Claire McCaskill
- Position: for
- Issue: 100 percent of President Obama 's judicial nominees

New order of frame elements: Issue, Agent, Position

",100 percent of President Obama's judicial nominees were voted for by Claire McCaskill.
"Frame: Vote

Sentence: Claire McCaskill voted for 100 percent of President Obama 's judicial nominees .

Frame Elements:
- Agent: Claire McCaskill
- Position: for
- Issue: 100 percent of President Obama 's judicial nominees

New order of frame elements: Issue, Position, Agent

",100 percent of President Obama's judicial nominees were voted for by Claire McCaskill.
"Frame: Vote

Sentence: Claire McCaskill voted for 100 percent of President Obama 's judicial nominees .

Frame Elements:
- Agent: Claire McCaskill
- Position: for
- Issue: 100 percent of President Obama 's judicial nominees

New order of frame elements: Position, Agent, Issue

","For 100 percent of President Obama's judicial nominees, Claire McCaskill voted."
"Frame: Vote

Sentence: Claire McCaskill voted for 100 percent of President Obama 's judicial nominees .

Frame Elements:
- Agent: Claire McCaskill
- Position: for
- Issue: 100 percent of President Obama 's judicial nominees

New order of frame elements: Position, Issue, Agent

","For 100 percent of President Obama's judicial nominees, Claire McCaskill voted."
"Frame: Vote

Sentence: President Trump proposed the increase to $ 700 billion to our military budget , which included the 355-ship Navy , which included a military pay increase , a modest one , which included , a yet even more modest housing allowance , but yet Sen. Tim Kaine even voted against giving more money to our men and women who are in the military service and against our housing allowance .

Frame Elements:
- Agent: Sen. Tim Kaine
- Position: against
- Issue: giving more money to our men and women who are in the military service

New order of frame elements: Agent, Issue, Position

",Sen. Tim Kaine voted against giving more money to our men and women who are in the military service.
